Unique Facility ID,Status,Name,Type,Plant Name,Current Operator,Original Operator,Co-Owner,Constructed Date,Activated Date,Field Name,Latitude,Longitude,Licensed Capacity of Raw Gas(Mcf/d),Licensed Capacity of Sales Gas(Mcf/d),Licensed Capacity of Oil(Bbl/d),Licensed Capacity of Ethane(C2)(Bbl/d),Licensed Capacity of Ethane Plus(C2+)(Bbl/d),Licensed Capacity of Propane(C3)(Bbl/d),Licensed Capacity of Butane(C4)(Bbl/d),Licensed Capacity of Pentane Plus(C5+)(Bbl/d),Licensed Capacity of NGL(Bbl/d),Licensed Capacity of LPG(Bbl/d),Licensed Capacity of Sulphur(ton/d),Design Capacity of Raw Gas(Mcf/d),Design Capacity of Sales Gas(Mcf/d),Design Capacity of Oil(Bbl/d),Design Capacity of Ethane(C2)(Bbl/d),Design Capacity of Ethane Plus(C2+)(Bbl/d),Design Capacity of Propane(C3)(Bbl/d),Design Capacity of Butane(C4)(Bbl/d),Design Capacity of Pentane Plus(C5+)(Bbl/d),Design Capacity of NGL(Bbl/d),Design Capacity of LPG(Bbl/d),Design Capacity of Sulphur(ton/d),Raw Gas(Mcf/d),Sales Gas(Mcf/d),Ethane(C2)(Bbl/d),Ethane Plus(C2+)(Bbl/d),Propane(C3)(Bbl/d),Butane(C4)(Bbl/d),Pentane Plus(C5+)(Bbl/d),Natural Gas Liquids(Bbl/d),Liquefied Petroleum Gas(Bbl/d),Sulphur(ton/d),Sub Type,Location,Date,Raw Gas(Mcf/d).1,Sales Gas(Mcf/d).1,Injection(Mcf/d),Shrinkage(Mcf/d),Fuel(Mcf/d),Flared(Mcf/d),Other(Mcf/d),Oil(SK)(Bbl/d),Methane Plus(C1+)(SK)(Bbl/d),Ethane(C2)(Bbl/d).1,Ethane Plus(C2+)(Bbl/d).1,Propane(C3)(Bbl/d).1,Propane Plus(C3+)(SK)(Bbl/d),Butane(C4)(Bbl/d).1,Butane Plus(C4+)(SK)(Bbl/d),Pentane(C5)(SK)(Bbl/d),Pentane Plus(C5+)(Bbl/d).1,Natural Gas Liquids(Bbl/d).1,Sulphur(ton/d).1,Receipts of Oil(SK)(Bbl/d),Receipts of Ethane(C2)(SK)(Bbl/d),Receipts of Ethane Plus(C2+)(SK)(Bbl/d),Receipts of Propane(C3)(SK)(Bbl/d),Receipts of Propane Plus(C3+)(SK)(Bbl/d),Receipts of Butane(C4)(SK)(Bbl/d),Receipts of Butane Plus(C4+)(SK)(Bbl/d),Receipts of Pentane(C5)(SK)(Bbl/d),Receipts of Pentane Plus(C5+)(SK)(Bbl/d),Oil Production(Bbl/d),Oil Received(Bbl/d),Oil Open Inventory(Bbl/d),Oil Close Inventory(Bbl/d),Oil Delivered(Bbl/d),Gas Production(Mcf/d),Gas Received(Mcf/d),Lease Fuel(Mcf/d),Gas Flared(Mcf/d),Gas Vented(Mcf/d),Gas Meter Diff(Mcf/d),Gas Delivered(Mcf/d),Water Production(Bbl/d),Water Received(Bbl/d),Water Open Inventory(Bbl/d),Water Close Inventory(Bbl/d),Water Meter Diff(Bbl/d),Water Delivered(Bbl/d)
ABGP0001951,Suspended,IMPERIAL DEVON 1&2,GP,1 and 2,IMPERIAL OIL RESOURCES LIMITED,,100.0% - CONIFER ENERGY INC.,,,,54.57231 deg N,115.52295 deg W,172158.98,132500.61,,16392.93,0.0,0.0,0.0,0.0,,13617.77,,263659.27,179151.28,0.0,34346.48,,18847.15,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,Gas Plant Fractionation,15-25-064-11W5M,2006-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0140267,Active,7G CUTBANK 10-10-065-05W6,GP,7g Cutbank,ARC RESOURCES LTD.,,,2016-01-01,,,54.61249 deg N,118.66427 deg W,284035.83,270015.91,,0.0,0.0,0.0,0.0,0.0,,11094.33,,247202.64,247202.64,,,,,,,7929.02,,,157.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,10-10-065-05W6M,2021-06-01,157.97,0.0,0.0,0.0,100.41,57.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0138811,Active,7G LATOR#2  2/1-21-63-2W6 GP,GP,7g Lator # 2,ARC RESOURCES LTD.,,100.0% - ARC RESOURCES LTD.,2015-01-01,,,54.45974 deg N,118.23009 deg W,230957.89,220010.35,,0.0,0.0,0.0,0.0,0.0,,4449.06,,198962.81,198962.81,,,,,,,7551.44,,,159830.51,157394.63,0.0,0.0,0.0,0.0,0.0,3935.04,,0.0,Gas Plant Sweet,01-21-063-02W6M,2021-06-01,159830.51,157394.63,0.0,5187.37,1404.46,91.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3935.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001319,Suspended,D ENERGY ABEE 1-32-61-22W4,GP,Abee,CANLIN RESOURCES PARTNERSHIP,,,1976-01-01,,,54.31408 deg N,113.25368 deg W,15008.73,13702.09,,0.0,0.0,0.0,0.0,16.36,,0.0,,1236.01,1059.44,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,117.91,89.43,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Acid Gas Injection,01-32-061-22W4M,2018-03-01,117.91,89.43,0.0,0.0,20.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001331,Suspended,ALTAGAS ACADIA,GP,Acadia Valley,ALTAGAS LTD.,,100.0% - ALTAGAS LTD.,1979-01-01,,,51.21041 deg N,110.16472 deg W,12006.99,10064.68,,0.0,0.0,0.0,0.0,755.14,,0.0,,8475.52,8475.52,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,13-12-026-02W4M,2011-06-01,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0110241,Suspended,ALTAGAS ACADIA WEST GAS PLANT,GP,Acadia West,ALTAGAS LTD.,,100.0% - ALTAGAS LTD.,,,,51.21424 deg N,110.33931 deg W,4999.85,4998.44,,0.0,0.0,0.0,0.0,0.63,,0.0,,2436.71,2189.51,,,,,,,,,,340.73,233.99,0.0,0.0,0.0,0.0,0.47,0.0,,0.0,Gas Plant Sweet,02-15-026-03W4M,2016-07-01,340.73,233.99,0.0,0.57,93.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001628,Active,ACHESON 05-02-052-26W4 GAS PLANT,GP,Acheson,TIDEWATER MIDSTREAM AND INFRASTRUCTURE LTD.,,100.0% - TIDEWATER MIDSTREAM AND INFRASTRUCTURE LTD.,1982-01-01,,,53.54673 deg N,113.73491 deg W,33548.93,27510.12,,0.0,3788.31,0.0,0.0,0.0,,0.0,,33548.93,22954.53,18878.61,0.0,,0.0,0.0,0.0,6292.87,,0.0,3236.94,2251.78,0.0,0.0,0.0,0.0,0.0,320.12,,0.0,Gas Plant Sulphur Recovery,05-02-053-26W4M,2021-06-01,3236.94,2251.78,105.12,471.22,283.81,52.97,12.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0088516,Active,ACL NGL L.P. SOUTH 9-14-30-27 PLANT,GP,Acl Ngl L.P. South,EMBER RESOURCES INC.,,100.0% - EMBER RESOURCES INC.,2006-01-01,,,51.57064 deg N,113.68812 deg W,9252.44,9075.87,,0.0,0.0,0.0,0.0,0.0,,161.73,,8828.67,6180.07,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,3512.87,3291.68,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,09-14-030-27W4M,2021-06-01,3512.87,3291.68,0.0,0.0,221.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0087651,Suspended,ACL NGL LPT 8-28 REFRIDGE PLANT,GP,Acl Ngl Lpt Refridge Plant,EMBER RESOURCES INC.,,100.0% - EMBER RESOURCES INC.,2005-01-01,,,51.77093 deg N,113.62210 deg W,40082.14,,,,,,,,,,,30017.46,28251.73,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,11123.88,10442.43,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,08-28-032-26W4M,2018-06-01,11123.88,10442.43,0.0,0.0,661.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0086745,Active,ACL NGL STEWART PLANT 7-7-32-27,GP,Acl Ngl Stewart,EMBER RESOURCES INC.,,100.0% - EMBER RESOURCES INC.,2005-01-01,,,51.72752 deg N,113.81689 deg W,17657.33,16597.89,,,,,,,,37.76,,19776.21,19776.21,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,5864.82,5614.8,0.0,0.0,0.0,0.0,0.36,26.6,,0.0,Gas Plant Sweet,07-07-032-27W4M,2021-06-01,5864.82,5614.8,0.0,33.67,229.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,26.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001756,Suspended,AEC WEST HYTHE 14-18,GP,Aec West Hythe,ENCANA WESTERN RESOURCES LTD.,,100.0% - VERESEN MIDSTREAM GENERAL PARTNER INC.,,,,55.41237 deg N,119.83645 deg W,336937.19,312146.3,,0.0,0.0,0.0,0.0,1903.59,,6083.95,463.85,,,,,,,,,,,,1996.37,2096.11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,11-18-074-12W6M,2000-02-01,1996.37,2096.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
BCGP0000559,Cancelled,WESTCOAST AITKENCREEK D-044-L/094-A-13 005,GP,Aitken Creek Gas Storage,WESTCOAST ENERGY INC.,,100.0% - WESTCOAST ENERGY INC.,,,,56.95407 deg N,121.92022 deg W,82035.96,78045.4,,,,,,,,,0.34,98881.05,98881.05,,,,,,,,,,10559.54,10003.73,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,D-044-L 094-A-13,2021-01-01,10559.54,10003.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001972,Abandoned,CONOCO AKUINU,GP,Akuinu River West,PARAMOUNT RESOURCES LTD.,,100.0% - PARAMOUNT RESOURCES LTD.,1997-01-01,,,54.65245 deg N,114.52788 deg W,19917.47,,,,,,,,,,,14125.86,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,689.09,386.52,0.0,0.0,0.0,0.0,0.06,0.0,,0.0,Gas Plant Acid Gas Flaring < 1 T/d Sulphur,05-27-065-04W5M,2012-03-01,689.09,386.52,0.0,9.91,257.57,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0082962,Suspended,ALBERS 8-23-41-7W4 GAS PLANT,GP,Albers,OVINTIV CANADA ULC,,100.0% - SANLING ENERGY LTD.,,,,52.54129 deg N,110.89575 deg W,9948.14,9711.53,,0.0,0.0,0.0,0.0,8.18,,0.0,0.0,,,,,,,,,,,,3.29,1.34,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,08-23-041-07W4M,2008-02-01,3.29,1.34,0.0,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001651,Active,ALDER 10-9-45-8W5,GP,Alder Flats,CENOVUS ENERGY INC.,,9.0% - TAQA NORTH LTD.; 20.0% - BELLATRIX EXPLORATION LTD.; 70.0% - CENOVUS ENERGY INC.,1991-01-01,,,52.86763 deg N,115.09820 deg W,82989.46,80234.91,,0.0,0.0,0.0,0.0,1264.87,,2592.66,,82989.46,79987.71,0.0,509.72,,509.72,509.72,509.72,2108.11,,0.0,51768.35,49553.18,0.0,0.0,0.0,0.0,815.56,1088.96,,0.0,Gas Plant Sweet,10-09-045-08W5M,2021-06-01,51768.35,49553.18,0.0,2474.26,622.01,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.56,1088.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0138158,Active,CENOVUS ALDERSON,GP,Alderson,TORXEN ENERGY LTD.,,100.0% - TORXEN ENERGY LTD.,1979-01-01,,,50.31553 deg N,111.96634 deg W,6003.49,5473.77,,,,,,,,,,8828.67,8828.67,7551.44,,,,,,,,,3699.8,3430.23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Acid Gas Flaring < 1 T/d Sulphur,06-02-016-15W4M,2021-06-01,3699.8,3430.23,0.0,0.0,137.73,158.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0077266,Suspended,ALDERSON 13-21-015-11W4 GAS PLANT,GP,Alderson East,TORXEN ENERGY LTD.,,100.0% - OVINTIV CANADA ULC,1970-01-01,,,50.27893 deg N,111.46795 deg W,32429.45,32312.92,,0.0,0.0,0.0,0.0,28.95,,0.0,0.0,13207.68,13207.68,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,6672.59,6429.62,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,13-21-015-11W4M,2009-04-01,6672.59,6429.62,0.0,0.0,186.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001256,Active,PANCDN ALDERSON,GP,Alderson West,TORXEN ENERGY LTD.,,100.0% - TORXEN ENERGY LTD.,1976-01-01,,,50.29005 deg N,112.00649 deg W,36727.25,,,,,,,,,,,21188.8,21188.8,0.0,0.0,,0.0,0.0,0.0,157.32,,0.0,11758.72,11530.0,0.0,0.0,0.0,0.0,0.0,204.83,,0.0,Gas Plant Sweet,10-28-015-15W4M,2021-06-01,11758.72,11530.0,0.0,271.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0134471,Active,SPARTAN ALEXANDER GAS PLANT,GP,Alexander,VERMILION ENERGY INC.,,,,,,53.81987 deg N,113.85883 deg W,4000.44,4000.44,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,174.1,83.58,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Acid Gas Flaring < 1 T/d Sulphur,03-07-056-26W4M,2021-06-01,174.1,83.58,0.0,6.0,84.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001737,Active,APACHE NEVIS 6-24,GP,Alix,EMBER RESOURCES INC.,,100.0% - EMBER RESOURCES INC.,,,,52.36675 deg N,113.18653 deg W,14832.16,,,,,,,,,,,15891.6,15891.6,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,8968.75,8314.72,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,06-24-039-23W4M,2021-06-01,8968.75,8314.72,0.0,0.0,430.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0135948,Active,LRE EDSON 00/06-16-054-18W5 GP,GP,Alliance,LONG RUN EXPLORATION LTD.,,100.0% - LONG RUN EXPLORATION LTD.,,,,53.66297 deg N,116.59653 deg W,30017.46,29664.32,,0.0,0.0,0.0,0.0,0.0,,629.29,,,,,,,,,,,,,13054.01,11993.32,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,06-16-054-18W5M,2018-10-01,13054.01,11993.32,0.0,0.0,20.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001060,Active,SOLEX HARMATTAN-ELKTON,GP,Alta Gas Harmattan,ALTAGAS LTD.,,100.0% - ALTAGAS LTD.,1960-01-01,,,51.68774 deg N,114.47718 deg W,490789.05,396371.77,,24681.89,0.0,15580.52,8663.39,11018.82,,12005.54,53.57,490789.05,401185.16,0.0,21620.41,,15580.52,8663.39,11018.82,0.0,,55.1,318285.28,267996.15,0.0,0.0,0.0,0.0,0.0,24939.08,,7.86,Gas Plant Sulphur Recovery,09-27-031-04W5M,2021-06-01,318285.28,267996.15,0.0,40580.55,9196.41,642.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24939.08,7.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001099,Suspended,* ALTANA CAROLINE,GP,Altana Caroline,ALTANA EXPLORATION COMPANY,,100.0% - ALTANA EXPLORATION COMPANY,,,,51.96412 deg N,114.73085 deg W,,,,,,,,,,,,,,,,,,,,,,,9665.74,8460.22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Acid Gas Flaring > 1 T/d Sulphur,12-36-034-06W5M,1993-04-01,9665.74,8460.22,0.0,751.14,347.14,0.0,107.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
BCGP0007834,Active,PACIFIC CANBRIAM ALTARES B-024-H/094-B-08 001,GP,Altares,PACIFIC CANBRIAM ENERGY LIMITED,,,2011-04-01,,,56.35410 deg N,122.04526 deg W,50005.56,47533.54,,,,672.71,590.9,465.67,,,,49970.25,49970.25,0.0,0.0,,0.0,0.0,2013.72,1258.57,,0.0,48168.02,45489.88,6.17,0.0,353.43,386.28,610.14,0.0,,0.0,,B-024-H 094-B-08,2021-04-01,48168.02,45489.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.17,0.0,353.43,0.0,386.28,0.0,0.0,610.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001250,Suspended,* AMERADA GARRINGTON,GP,Amerada Garrington,177293 CANADA LTD.,,100.0% - 177293 CANADA LTD.,,,,51.92790 deg N,114.38855 deg W,,,,,,,,,,,,,,,,,,,,,,,941.76,843.68,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,02-20-034-03W5M,1993-05-01,941.76,843.68,0.0,90.22,29.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001297,Abandoned,PENN WEST AMISK,GP,Amisk,CLEO ENERGY CORP.,,100.0% - CLEO ENERGY CORP.,,,,52.53765 deg N,111.06370 deg W,9958.73,,,,,,,,,,,,,,,,,,,,,,747.53,599.78,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Acid Gas Flaring < 1 T/d Sulphur,01-22-041-08W4M,1995-10-01,747.53,599.78,0.0,3.19,88.63,0.0,55.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001077,Suspended,* AMOCO GILBY SOUTH,GP,Amoco Gilby South,BP CANADA ENERGY GROUP ULC,,100.0% - BP CANADA ENERGY GROUP ULC,,,,52.47053 deg N,114.31681 deg W,,,,,,,,,,,,,,,,,,,,,,,2367.45,2200.45,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Acid Gas Flaring > 1 T/d Sulphur,08-26-040-03W5M,1991-10-01,2367.45,2200.45,0.0,29.62,95.12,48.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001398,Suspended,ANADARKO BEAVERHILL LAKE,GP,Anadarko Beaverhill Lake,CANADIAN NATURAL RESOURCES LIMITED,,100.0% - CANADIAN NATURAL RESOURCES LIMITED,,,,53.48511 deg N,112.62836 deg W,,,,,,,,,,,,,,,,,,,,,,,414.32,393.13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,04-17-052-18W4M,1993-12-01,414.32,393.13,0.0,0.0,39.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0117818,Active,ANDERSON GP 00/01-09-051-24W5M,GP,Anderson,TOURMALINE OIL CORP.,,100.0% - TOURMALINE OIL CORP.,,,,53.38309 deg N,117.46844 deg W,59999.61,24780.3,,0.0,0.0,0.0,0.0,0.0,,185.64,,,,,,,,,,,,,14436.63,13212.27,0.0,0.0,0.0,0.0,109.2,185.35,,0.0,Gas Plant Sweet,01-09-051-24W5M,2021-06-01,14436.63,13212.27,0.0,368.69,575.98,12.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.2,185.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001865,Abandoned,ANDERSON WOKING,GP,Anderson Woking,CANADIAN NATURAL RESOURCES LIMITED,,100.0% - DEVON CANADA CORPORATION,,,,55.48864 deg N,118.54674 deg W,4767.48,,,,,,,,,,,,,,,,,,,,,,766.78,692.85,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,16-09-075-04W6M,1996-01-01,766.78,692.85,0.0,0.0,45.11,0.0,28.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001759,Active,ANSELL 7-27-51-19W5,GP,Ansell,CANADIAN NATURAL RESOURCES LIMITED,,100.0% - CANADIAN NATURAL RESOURCES LIMITED,1988-01-01,,,53.43031 deg N,116.71311 deg W,24720.26,23639.64,,0.0,0.0,0.0,0.0,440.5,,723.68,,19423.06,18363.62,0.0,0.0,,0.0,0.0,0.0,818.07,,0.0,11681.97,10933.3,0.0,0.0,0.0,0.0,87.64,201.9,,0.0,Gas Plant Sweet,07-27-051-19W5M,2021-06-01,11681.97,10933.3,0.0,372.57,43.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.64,201.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0138891,Active,ANSELL 12-31 GAS PLANT,GP,Ansell 12-31,BONAVISTA ENERGY CORPORATION,,100.0% - BONAVISTA ENERGY CORPORATION,2014-01-01,,,53.36140 deg N,116.48494 deg W,100293.64,99763.92,,0.0,0.0,0.0,0.0,471.97,,704.8,,64978.98,98881.05,,,,,,,188.79,,,52824.14,51131.39,0.0,0.0,0.0,0.0,176.35,357.81,,0.0,Gas Plant Sweet,12-31-050-17W5M,2021-06-01,52824.14,51131.39,0.0,666.62,1078.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.35,357.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0120365,Active,STURGEON LAKE GAS PLANT,GP,Ante Creek,ARC RESOURCES LTD.,,100.0% - ARC RESOURCES LTD.,,,,54.91060 deg N,117.69720 deg W,58209.16,55761.85,,0.0,0.0,0.0,0.0,0.0,,862.75,,19952.78,18363.62,,,,,,5.66,524.2,,,13511.39,13196.97,0.0,0.0,0.0,0.0,0.0,173.83,,0.0,Gas Plant Acid Gas Flaring < 1 T/d Sulphur,02-26-068-25W5M,2021-06-01,13511.39,13196.97,0.0,235.55,330.19,32.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0120344,Active,10-7 GAS PROCESSING PLANT,GP,Ante Creek North,ARC RESOURCES LTD.,,100.0% - ARC RESOURCES LTD.,2012-01-01,,,54.78675 deg N,117.64635 deg W,40142.18,28714.35,,,,,,1122.65,,1281.86,,29982.15,22954.53,4090.37,,,,,,1132.72,,,36624.48,32823.1,0.0,0.0,0.0,0.0,0.0,851.66,,0.0,Gas Plant Sweet,10-07-067-24W5M,2021-06-01,36624.48,32823.1,0.0,1164.09,1412.94,135.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
