Unique Facility ID,Status,Name,Type,Plant Name,Current Operator,Original Operator,Co-Owner,Constructed Date,Activated Date,Field Name,Latitude,Longitude,Licensed Capacity of Raw Gas(Mcf/d),Licensed Capacity of Sales Gas(Mcf/d),Licensed Capacity of Oil(Bbl/d),Licensed Capacity of Ethane(C2)(Bbl/d),Licensed Capacity of Ethane Plus(C2+)(Bbl/d),Licensed Capacity of Propane(C3)(Bbl/d),Licensed Capacity of Butane(C4)(Bbl/d),Licensed Capacity of Pentane Plus(C5+)(Bbl/d),Licensed Capacity of NGL(Bbl/d),Licensed Capacity of LPG(Bbl/d),Licensed Capacity of Sulphur(ton/d),Design Capacity of Raw Gas(Mcf/d),Design Capacity of Sales Gas(Mcf/d),Design Capacity of Oil(Bbl/d),Design Capacity of Ethane(C2)(Bbl/d),Design Capacity of Ethane Plus(C2+)(Bbl/d),Design Capacity of Propane(C3)(Bbl/d),Design Capacity of Butane(C4)(Bbl/d),Design Capacity of Pentane Plus(C5+)(Bbl/d),Design Capacity of NGL(Bbl/d),Design Capacity of LPG(Bbl/d),Design Capacity of Sulphur(ton/d),Raw Gas(Mcf/d),Sales Gas(Mcf/d),Ethane(C2)(Bbl/d),Ethane Plus(C2+)(Bbl/d),Propane(C3)(Bbl/d),Butane(C4)(Bbl/d),Pentane Plus(C5+)(Bbl/d),Natural Gas Liquids(Bbl/d),Liquefied Petroleum Gas(Bbl/d),Sulphur(ton/d),Sub Type,Location,Date,Raw Gas(Mcf/d).1,Sales Gas(Mcf/d).1,Injection(Mcf/d),Shrinkage(Mcf/d),Fuel(Mcf/d),Flared(Mcf/d),Other(Mcf/d),Oil(SK)(Bbl/d),Methane Plus(C1+)(SK)(Bbl/d),Ethane(C2)(Bbl/d).1,Ethane Plus(C2+)(Bbl/d).1,Propane(C3)(Bbl/d).1,Propane Plus(C3+)(SK)(Bbl/d),Butane(C4)(Bbl/d).1,Butane Plus(C4+)(SK)(Bbl/d),Pentane(C5)(SK)(Bbl/d),Pentane Plus(C5+)(Bbl/d).1,Natural Gas Liquids(Bbl/d).1,Sulphur(ton/d).1,Receipts of Oil(SK)(Bbl/d),Receipts of Ethane(C2)(SK)(Bbl/d),Receipts of Ethane Plus(C2+)(SK)(Bbl/d),Receipts of Propane(C3)(SK)(Bbl/d),Receipts of Propane Plus(C3+)(SK)(Bbl/d),Receipts of Butane(C4)(SK)(Bbl/d),Receipts of Butane Plus(C4+)(SK)(Bbl/d),Receipts of Pentane(C5)(SK)(Bbl/d),Receipts of Pentane Plus(C5+)(SK)(Bbl/d),Oil Production(Bbl/d),Oil Received(Bbl/d),Oil Open Inventory(Bbl/d),Oil Close Inventory(Bbl/d),Oil Delivered(Bbl/d),Gas Production(Mcf/d),Gas Received(Mcf/d),Lease Fuel(Mcf/d),Gas Flared(Mcf/d),Gas Vented(Mcf/d),Gas Meter Diff(Mcf/d),Gas Delivered(Mcf/d),Water Production(Bbl/d),Water Received(Bbl/d),Water Open Inventory(Bbl/d),Water Close Inventory(Bbl/d),Water Meter Diff(Bbl/d),Water Delivered(Bbl/d)
ABGP0001117,Active,DEVON MARTEN HILLS,GP,Marten Hills Plant 1,SEQUOIA RESOURCES CORP.,,100.0% - SEQUOIA RESOURCES CORP.,1969-01-01,,,55.42993 deg N,113.61225 deg W,34961.52,34961.52,,,,,,,,,,24872.12,24872.12,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1873.27,1540.63,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Acid Gas Injection,14-22-074-24W4M,2018-03-01,1873.27,1540.63,0.0,2.16,300.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001229,Suspended,DEVON MARTEN HILLS,GP,Marten Hills Plant 2,SEQUOIA RESOURCES CORP.,,100.0% - SEQUOIA RESOURCES CORP.,,,,55.44454 deg N,113.81737 deg W,15997.54,15538.45,,,,,,,,,,,,,,,,,,,,,3049.77,2802.69,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,14-29-074-25W4M,2004-06-01,3049.77,2802.69,0.0,0.0,216.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001183,Suspended,* SCEPTRE MATZIWIN,GP,Matziwin,CANADIAN NATURAL RESOURCES LIMITED,,100.0% - CANADIAN NATURAL RESOURCES LIMITED,1975-01-01,,,50.94141 deg N,111.88020 deg W,19105.23,17780.93,,0.0,0.0,0.0,0.0,24.54,,0.0,,17657.33,17657.33,0.0,0.0,,0.0,0.0,0.0,6.29,,0.0,248.03,235.31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,06-10-023-14W4M,1990-09-01,248.03,235.31,0.0,0.0,0.0,0.0,12.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
BCGP0009075,Active,GSENR MAXHAMISHLAKE A-060-I/094-O-11 003,GP,Maxhamish,GS E&R CANADA INC.,,100.0% - GS E&R CANADA INC.,1999-03-09,,,59.71235 deg N,123.12042 deg W,22883.9,19988.1,,,,128.37,263.67,390.16,,,,34996.83,13984.61,,6.29,,75.51,75.51,81.81,239.13,,,7480.12,6983.24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,A-060-I 094-O-11,2021-04-01,7480.12,6983.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001530,Active,BORDER MIDSTREAM MAZEPPA,GP,Mazeppa,LEXIN RESOURCES LTD.,,100.0% - LEXIN RESOURCES LTD.,1986-01-01,,,50.64675 deg N,113.77029 deg W,134983.23,123113.98,,0.0,0.0,0.0,0.0,2258.51,,882.26,636.69,134972.64,123318.8,0.0,0.0,,0.0,0.0,2258.51,882.26,,646.62,352.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sulphur Recovery,01-35-019-28W4M,2016-07-01,352.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
BCGP0000439,Cancelled,WESTCOAST MCMAHON 15-25-082-18 001,GP,McMahon,WESTCOAST ENERGY INC.,,100.0% - WESTCOAST ENERGY INC.,,,,56.14340 deg N,120.67217 deg W,680266.34,620266.73,,,,1227.11,2076.65,6638.98,,,616.19,819999.75,740000.04,0.0,0.0,,1132.72,1510.29,11327.17,16007.8,,606.27,403302.63,374620.18,0.0,0.0,1158.6,2306.9,2105.32,0.0,,99.22,,15-25-082-18W6M,2021-04-01,403302.63,374620.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1158.6,0.0,2306.9,0.0,0.0,2105.32,0.0,99.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001727,Suspended,HUSKY DELIA 1-13,GP,Mckee Lake,TRIDENT EXPLORATION (ALBERTA) CORP.,,100.0% - TALLAHASSEE EXPLORATION INC.,1984-01-01,,,51.73815 deg N,112.55936 deg W,22036.35,22022.22,,0.0,0.0,0.0,0.0,0.0,,35.87,,17657.33,17657.33,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2600.92,2410.93,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,01-13-032-19W4M,2019-04-01,2600.92,2410.93,0.0,0.0,127.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001693,Active,PENGROWTH MCLEOD,GP,Mcleod,PINE CLIFF ENERGY LTD.,,70.0% - PINE CLIFF ENERGY LTD.,,,,53.83016 deg N,115.93710 deg W,22001.03,,,,,,,,,,,14125.86,12360.13,0.0,0.0,,0.0,0.0,94.39,629.29,,0.0,9266.33,8682.23,0.0,0.0,0.0,0.0,12.06,293.98,,0.0,Gas Plant Sweet,16-12-056-14W5M,2021-06-01,9266.33,8682.23,0.0,410.94,306.41,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.06,293.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001201,Active,AEC MCLEOD,GP,Mcleod River,NOTINE HOLDINGS INC.,,100.0% - NOTINE HOLDINGS INC.,1980-01-01,,,53.70660 deg N,115.97623 deg W,28251.73,26839.14,,0.0,0.0,0.0,0.0,1573.22,,1573.22,,21188.8,20129.36,314.64,0.0,,1258.57,0.0,1573.22,377.57,,0.0,7032.56,6315.09,0.0,0.0,0.0,0.0,93.64,178.13,,0.0,Gas Plant Sweet,07-34-054-14W5M,2021-06-01,7032.56,6315.09,0.0,354.32,402.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.64,178.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001630,Suspended,MCLEOD VALLEY 7-26-55-14W5,GP,Mcleod Valley,CENOVUS ENERGY INC.,,54.6% - CENOVUS ENERGY INC.,,,,53.77948 deg N,115.96781 deg W,10241.25,,,,,,,,,,,19800.93,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1084.73,966.6,0.0,0.0,0.0,0.0,13.54,39.79,,0.0,Gas Plant Sweet,07-26-055-14W5M,2010-05-01,1084.73,966.6,0.0,69.03,53.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.54,39.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001497,Active,MEDLODGE 10-33-052-21W5 GP,GP,Medicine Lodge,REPSOL OIL & GAS CANADA INC.,,100.0% - REPSOL OIL & GAS CANADA INC.,1989-01-01,,,53.53564 deg N,117.03241 deg W,20129.36,19988.1,,0.0,0.0,0.0,0.0,465.04,,72.37,,12360.13,11477.27,0.0,0.0,,0.0,0.0,251.71,377.57,,0.0,4286.61,4016.34,0.0,0.0,0.0,0.0,57.33,14.14,,0.0,Gas Plant Sweet,10-33-052-21W5M,2021-06-01,4286.61,4016.34,0.0,86.64,169.86,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.33,14.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001377,Active,GULF MED RIVER,GP,Medicine River,CENOVUS ENERGY INC.,,100.0% - CENOVUS ENERGY INC.,1979-01-01,,,52.35770 deg N,114.32244 deg W,15008.73,5406.67,,,,,,,,222.77,,,,,,,,,,,,,3813.63,170.69,0.0,0.0,0.0,0.0,0.38,50.99,,0.0,Gas Plant Acid Gas Flaring < 1 T/d Sulphur,10-14-039-03W5M,2021-06-01,3813.63,170.69,3221.05,68.39,327.96,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,50.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001198,Abandoned,MERIT LONG COULEE,GP,Merit Long Coulee,SANLING ENERGY LTD.,,100.0% - SANLING ENERGY LTD.,,,,50.28650 deg N,112.88254 deg W,13243.0,,,,,,,,,,,,,,,,,,,,,,1749.56,1084.05,0.0,0.0,0.0,0.0,1.93,0.0,,0.0,Gas Plant Acid Gas Flaring < 1 T/d Sulphur,06-30-015-21W4M,2000-10-01,1749.56,1084.05,0.0,256.54,168.26,0.0,240.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001276,Abandoned,MEYER 15-29-70-24W4,GP,Meyer Lake North,CANADIAN NATURAL RESOURCES LIMITED,,100.0% - CANADIAN NATURAL RESOURCES LIMITED,1977-01-01,,,55.09492 deg N,113.62508 deg W,17869.22,16739.15,,,,,,,,,,14125.86,14125.86,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1291.15,1057.16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Acid Gas Flaring < 1 T/d Sulphur,15-29-070-24W4M,2015-05-01,1291.15,1057.16,0.0,4.9,211.09,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001591,Abandoned,MEYER 12-2-70-25W4,GP,Meyer Lake South,CANADIAN NATURAL RESOURCES LIMITED,,100.0% - CANADIAN NATURAL RESOURCES LIMITED,1986-01-01,,,55.03308 deg N,113.71382 deg W,6427.27,,,,,,,,,,,3531.47,3531.47,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,5049.43,4821.25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Acid Gas Injection,12-02-070-25W4M,1996-10-01,5049.43,4821.25,0.0,0.0,0.0,0.0,228.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001634,Suspended,GIBSON POUCE COUPE,GP,Mica,ALTAGAS LTD.,,100.0% - ALTAGAS LTD.,,,,55.98713 deg N,119.94802 deg W,24967.47,24363.59,,0.0,0.0,0.0,0.0,88.73,,0.0,,39764.31,39764.31,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,7701.79,7262.63,0.0,0.0,0.0,0.0,59.36,0.0,,0.0,Gas Plant Sweet,03-03-081-13W6M,2011-08-01,7701.79,7262.63,28.48,68.58,448.72,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001518,Suspended,CRAIGMYLE 13-32-31-17W4,GP,Michichi,CANADIAN NATURAL RESOURCES LIMITED,,100.0% - CANADIAN NATURAL RESOURCES LIMITED,1987-01-01,,,51.70529 deg N,112.38787 deg W,6709.79,6286.01,,0.0,0.0,0.0,0.0,0.0,,25.8,,5932.86,5932.86,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,872.27,839.01,0.0,0.0,0.0,0.0,0.0,2.82,,0.0,Gas Plant Sweet,13-32-031-17W4M,2009-05-01,872.27,839.01,0.0,3.42,68.01,3.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001315,Active,VERMILLION MIKWAN,GP,Mikwan,VERMILION ENERGY INC.,,65.7% - VERMILION ENERGY INC.; 13.2% - CANETIC ABC ACQUISITIONCO LTD.; 11.3% - PENN WEST PTF ENERGY LTD.; 5.1% - REGENT RESOURCES LTD.,,,,52.18125 deg N,113.07947 deg W,12077.61,,,,,,,,,,,12077.61,11583.21,0.0,0.0,,0.0,0.0,0.0,220.25,,0.0,4980.54,4559.24,0.0,0.0,0.0,0.0,0.13,58.88,,0.0,Gas Plant Sweet,09-16-037-22W4M,2021-06-01,4980.54,4559.24,0.0,75.93,329.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,58.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001047,Active,KEYERA MINNEHIK-BUCK LAKE 10-05,GP,Minnehik,KEYERA ENERGY LTD.,,79.8% - KEYERA ENERGY LTD.; 10.0% - CANLIN RESOURCES PARTNERSHIP; 8.1% - ENERPLUS RESOURCES CORPORATION; 1.7% - TAQA NORTH; 0.5% - SABRE ENERGY LTD.,1961-01-01,,,52.94033 deg N,114.83234 deg W,158739.41,143554.1,,,,,,2268.58,,4732.24,51.81,158739.41,143554.1,0.0,0.0,,0.0,0.0,2268.58,4732.24,,43.18,144.68,138.07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sulphur Recovery,10-05-046-06W5M,2020-08-01,144.68,138.07,0.0,0.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001354,Suspended,MIRAGE 10-2-79-8W6,GP,Mirage,CANADIAN NATURAL RESOURCES LIMITED,,100.0% - CANADIAN NATURAL RESOURCES LIMITED,,,,55.81983 deg N,119.13263 deg W,1977.62,,,,,,,,,,,1645.66,1539.72,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,12.99,10.25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,10-02-079-08W6M,2016-03-01,12.99,10.25,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001007,Active,MITSUE 16-30-072-04W5,GP,Mitsue,CANADIAN NATURAL RESOURCES LIMITED,,90.0% - CANADIAN NATURAL RESOURCES LIMITED; 10.0% - SUPERMAN RESOURCES INC.,1974-01-01,,,55.27045 deg N,114.59501 deg W,24861.52,,,,,,,,,,,21188.8,21188.8,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,3384.67,2940.3,0.0,0.0,0.0,0.0,0.0,119.44,,0.0,Gas Plant Sweet,16-30-072-04W5M,2021-06-01,3384.67,2940.3,0.0,159.74,131.96,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0140979,Active,MODERN KAKWA 7-9-62-8W6 GAS PLANT,GP,Modern Route,TOURMALINE OIL CORP.,,,,,,54.34675 deg N,119.13420 deg W,114998.67,112300.63,,0.0,0.0,0.0,0.0,1103.77,,258.64,,,,,,,,,,,,,43445.27,42183.84,0.0,0.0,0.0,0.0,212.78,0.0,,0.0,Gas Plant Sweet,07-09-062-08W6M,2021-06-01,43445.27,42183.84,0.0,246.73,1291.46,18.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001334,Suspended,PENN WEST PROVOST,GP,Monitor,KARVE ENERGY INC.,,100.0% - KARVE ENERGY INC.,1970-01-01,,,51.97043 deg N,110.63299 deg W,6487.3,6381.36,,0.0,0.0,0.0,0.0,29.58,,0.0,,4000.09,3799.86,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2629.53,2187.74,0.0,0.0,0.0,0.0,15.69,0.0,,0.0,Gas Plant Acid Gas Flaring < 1 T/d Sulphur,02-03-035-05W4M,2019-09-01,2629.53,2187.74,0.0,18.25,176.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001894,Suspended,NCE PETROFUND  PROVOST,GP,Monitor Creek West,OBSIDIAN ENERGY LTD.,,100.0% - OBSIDIAN ENERGY LTD.,1996-01-01,,,51.79257 deg N,110.81121 deg W,5297.2,3178.32,,,,,,,,62.93,,20999.86,20000.11,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,143.76,128.73,0.0,0.0,0.0,0.0,0.61,2.11,,0.0,Gas Plant Acid Gas Flaring < 1 T/d Sulphur,16-32-032-06W4M,2018-12-01,143.76,128.73,0.0,3.3,22.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001995,Active,DEVON MONTAG,GP,Montag,XGEN VENTURES INC.,,100.0% - XGEN VENTURES INC.,,,,56.39466 deg N,118.88716 deg W,15008.73,14938.1,,0.0,0.0,0.0,0.0,0.0,,33.98,,,,,,,,,,,,,21.31,21.31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Acid Gas Injection,03-28-085-06W6M,2011-09-01,21.31,21.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0110804,Active,BLACKPEARL MOONEY GAS PLANT,GP,Mooney,IPC CANADA LTD.,,100.0% - IPC CANADA LTD.,2005-01-01,,,55.23429 deg N,115.06894 deg W,5473.77,5297.2,,0.0,0.0,0.0,0.0,0.0,,0.0,,5968.18,,5330.06,,,,,,,,,22.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Acid Gas Flaring < 1 T/d Sulphur,06-18-072-07W5M,2021-06-01,22.84,0.0,0.0,0.0,22.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001485,Abandoned,MORINVILLE 11-15-55-25W4,GP,Morinville,CANADIAN NATURAL RESOURCES LIMITED,,100.0% - SIGNALTA RESOURCES LIMITED,,,,53.75449 deg N,113.63554 deg W,995.87,,,,,,,,,,,,,,,,,,,,,,564.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Acid Gas Injection,11-15-055-25W4M,1990-12-01,564.47,0.0,0.0,4.56,2.28,0.0,557.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001534,Active,GLENCOE CHIGWELL,GP,Morningside,ALPHABOW ENERGY LTD.,,100.0% - ALPHABOW ENERGY LTD.,1986-01-01,,,52.62142 deg N,113.61825 deg W,7592.65,6851.04,,0.0,0.0,0.0,0.0,0.0,,16.36,,9711.53,8828.67,0.0,0.0,,0.0,0.0,0.0,314.64,,0.0,269.8,269.8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,14-13-042-26W4M,2021-06-01,269.8,269.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001977,Suspended,ALTAGAS MOSQUITO CREEK,GP,Mosquito Creek,CAMPUS ENERGY PARTNERS OPERATIONS INC.,,100.0% - CAMPUS ENERGY PARTNERS OPERATIONS INC.,1998-01-01,,,50.22822 deg N,113.53824 deg W,42377.59,,,,,,,,,,,39764.31,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,6354.59,6052.93,0.0,0.0,0.0,0.0,12.02,0.0,,0.0,Gas Plant Sweet,07-05-015-26W4M,2014-05-01,6354.59,6052.93,0.0,13.9,221.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001671,Suspended,KERECO BILAWCHUK,GP,Mulligan,KELT EXPLORATION LTD.,,100.0% - KELT EXPLORATION LTD.,,,,56.00883 deg N,119.07393 deg W,13772.72,,,,,,,,,,,13419.57,13419.57,9.44,0.0,,0.0,0.0,0.0,0.0,,0.0,196.51,196.51,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,09-07-081-07W6M,2009-07-01,196.51,196.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001468,Active,MUNDARE 09-28-053-18W4 GAS PLANT,GP,Mundare,AXIOM OIL AND GAS INC.,,100.0% - AXIOM OIL AND GAS INC.,1980-01-01,,,53.60896 deg N,112.58547 deg W,9958.73,9923.42,,0.0,0.0,0.0,0.0,8.18,,0.0,,11999.92,11999.92,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,337.38,206.46,0.0,0.0,0.0,0.0,0.13,0.0,,0.0,Gas Plant Sweet,09-28-053-18W4M,2021-02-01,337.38,206.46,0.0,0.13,158.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001898,Suspended,HUSKY GOODLOW 2-33,GP,Muskwa,HUSKY OIL OPERATIONS LIMITED,,100.0% - HUSKY OIL OPERATIONS LIMITED,,,,56.23351 deg N,113.88729 deg W,31677.25,29840.89,,,,,,,,,,5650.35,4590.91,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,54.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Acid Gas Flaring < 1 T/d Sulphur,02-33-083-25W4M,2017-05-01,54.45,0.0,0.0,0.0,54.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001740,Active,MUSREAU 4-25-62-6W6,GP,Musreau,PEMBINA GAS SERVICES LTD.,,100.0% - PEMBINA GAS SERVICES LTD.,,,,54.38698 deg N,118.77154 deg W,296099.32,253234.38,,0.0,14473.6,0.0,0.0,3837.39,,5836.64,,248968.37,248968.37,0.0,10068.59,,2202.5,0.0,1762.0,1887.86,,0.0,135309.66,128718.77,0.0,0.0,0.0,0.0,2262.5,627.73,,0.0,Gas Plant Sweet,04-25-062-06W6M,2021-06-01,135309.66,128718.77,0.0,3506.86,843.2,281.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2262.5,627.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
