Unique Facility ID,Status,Name,Type,Plant Name,Current Operator,Original Operator,Co-Owner,Constructed Date,Activated Date,Field Name,Latitude,Longitude,Licensed Capacity of Raw Gas(Mcf/d),Licensed Capacity of Sales Gas(Mcf/d),Licensed Capacity of Oil(Bbl/d),Licensed Capacity of Ethane(C2)(Bbl/d),Licensed Capacity of Ethane Plus(C2+)(Bbl/d),Licensed Capacity of Propane(C3)(Bbl/d),Licensed Capacity of Butane(C4)(Bbl/d),Licensed Capacity of Pentane Plus(C5+)(Bbl/d),Licensed Capacity of NGL(Bbl/d),Licensed Capacity of LPG(Bbl/d),Licensed Capacity of Sulphur(ton/d),Design Capacity of Raw Gas(Mcf/d),Design Capacity of Sales Gas(Mcf/d),Design Capacity of Oil(Bbl/d),Design Capacity of Ethane(C2)(Bbl/d),Design Capacity of Ethane Plus(C2+)(Bbl/d),Design Capacity of Propane(C3)(Bbl/d),Design Capacity of Butane(C4)(Bbl/d),Design Capacity of Pentane Plus(C5+)(Bbl/d),Design Capacity of NGL(Bbl/d),Design Capacity of LPG(Bbl/d),Design Capacity of Sulphur(ton/d),Raw Gas(Mcf/d),Sales Gas(Mcf/d),Ethane(C2)(Bbl/d),Ethane Plus(C2+)(Bbl/d),Propane(C3)(Bbl/d),Butane(C4)(Bbl/d),Pentane Plus(C5+)(Bbl/d),Natural Gas Liquids(Bbl/d),Liquefied Petroleum Gas(Bbl/d),Sulphur(ton/d),Sub Type,Location,Date,Raw Gas(Mcf/d).1,Sales Gas(Mcf/d).1,Injection(Mcf/d),Shrinkage(Mcf/d),Fuel(Mcf/d),Flared(Mcf/d),Other(Mcf/d),Oil(SK)(Bbl/d),Methane Plus(C1+)(SK)(Bbl/d),Ethane(C2)(Bbl/d).1,Ethane Plus(C2+)(Bbl/d).1,Propane(C3)(Bbl/d).1,Propane Plus(C3+)(SK)(Bbl/d),Butane(C4)(Bbl/d).1,Butane Plus(C4+)(SK)(Bbl/d),Pentane(C5)(SK)(Bbl/d),Pentane Plus(C5+)(Bbl/d).1,Natural Gas Liquids(Bbl/d).1,Sulphur(ton/d).1,Receipts of Oil(SK)(Bbl/d),Receipts of Ethane(C2)(SK)(Bbl/d),Receipts of Ethane Plus(C2+)(SK)(Bbl/d),Receipts of Propane(C3)(SK)(Bbl/d),Receipts of Propane Plus(C3+)(SK)(Bbl/d),Receipts of Butane(C4)(SK)(Bbl/d),Receipts of Butane Plus(C4+)(SK)(Bbl/d),Receipts of Pentane(C5)(SK)(Bbl/d),Receipts of Pentane Plus(C5+)(SK)(Bbl/d),Oil Production(Bbl/d),Oil Received(Bbl/d),Oil Open Inventory(Bbl/d),Oil Close Inventory(Bbl/d),Oil Delivered(Bbl/d),Gas Production(Mcf/d),Gas Received(Mcf/d),Lease Fuel(Mcf/d),Gas Flared(Mcf/d),Gas Vented(Mcf/d),Gas Meter Diff(Mcf/d),Gas Delivered(Mcf/d),Water Production(Bbl/d),Water Received(Bbl/d),Water Open Inventory(Bbl/d),Water Close Inventory(Bbl/d),Water Meter Diff(Bbl/d),Water Delivered(Bbl/d)
ABGP0001271,Suspended,CRESTAR PROVOST,GP,Crestar Provost,CONOCOPHILLIPS CANADA ENERGY PARTNERSHIP,,100.0% - BATTLE RIVER ENERGY LTD.,,,,52.33036,111.12946,3178.32,,,,,,,,,,,,,,,,,,,,,,1019.42,987.4,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,13-05-039-08W4M,2000-06-01,1019.42,987.4,0.0,0.0,1.18,3.3,27.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001474,Abandoned,CRESTAR RUMSEY,GP,Crestar Rumsey,CONOCOPHILLIPS CANADA ENERGY PARTNERSHIP,,100.0% - PINE CLIFF ENERGY LTD.,,,,51.90180,112.84273,5968.18,,,,,,,,,,,,,,,,,,,,,,743.96,614.36,0.0,0.0,0.0,0.0,0.0,14.79,,0.0,Gas Plant Sweet,08-12-034-21W4M,1999-11-01,743.96,614.36,0.0,18.13,74.63,0.0,36.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001505,Abandoned,CRESTAR TROCHU TWINING,GP,Crestar Trochu Twining,CONOCOPHILLIPS CANADA ENERGY PARTNERSHIP,,100.0% - CONOCOPHILLIPS CANADA RESOURCES CORP.,,,,51.78175,113.26167,6533.21,,,,,,,,,,,,,,,,,,,,,,1937.64,1809.14,0.0,0.0,0.0,0.0,0.0,27.53,,0.0,Gas Plant Sweet,04-31-032-23W4M,2002-12-01,1937.64,1809.14,0.0,36.23,68.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001636,Abandoned,* CRESTAR VALHALLA,GP,Crestar Valhalla,CONOCOPHILLIPS CANADA ENERGY PARTNERSHIP,,100.0% - CANADIAN NATURAL RESOURCES LIMITED,,,,55.55782,119.15409,3531.47,,,,,,,,,,,,,,,,,,,,,,8065.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,11-03-076-08W6M,1995-12-01,8065.64,0.0,0.0,0.0,0.0,0.0,8065.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001386,Active,AMOCO WILLESDEN GREEN,GP,Crimson Lake,OBSIDIAN ENERGY LTD.,,100.0% - OBSIDIAN ENERGY LTD.,1/1/1980,,,52.65230,115.07786,60034.93,49440.53,,5.66,0.0,34.61,6.29,0.0,,1447.36,,49440.53,49440.53,7551.44,0.0,,1573.22,0.0,0.0,2202.5,,0.0,26665.51,24970.29,0.0,0.0,0.0,0.0,0.0,1049.36,,0.0,Gas Plant Sweet,13-27-042-08W5M,2021-06-01,26665.51,24970.29,0.0,1449.31,340.08,11.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0089314,Suspended,CROOKED CREEK 2-30-71-26W5,GP,Crooked Creek,CANADIAN NATURAL RESOURCES LIMITED,,28.0% - PARAMOUNT RESOURCES LTD.; 72.0% - CANADIAN NATURAL RESOURCES LIMITED,1/1/2005,,,55.17252,117.98554,8828.67,8122.37,,0.0,0.0,0.0,0.0,0.0,,943.93,,7062.93,5297.2,6292.87,0.0,,0.0,0.0,0.0,314.64,,0.0,134.2,110.21,0.0,0.0,0.0,0.0,0.0,4.73,,0.0,Gas Plant Sweet,02-30-071-26W5M,2020-02-01,134.2,110.21,0.0,6.7,17.29,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001748,Suspended,CROOKED LAKE 6-5-63-22W5,GP,Crooked Lake,CANADIAN NATURAL RESOURCES LIMITED,,100.0% - CANADIAN NATURAL RESOURCES LIMITED,1/1/1999,,,54.41986,117.29377,20129.36,9849.26,,0.0,,0.0,0.0,0.0,,203.89,0.0,14832.16,14832.16,0.0,0.0,,0.0,0.0,188.79,0.0,,0.0,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,06-05-063-22W5M,2020-07-01,9.68,0.0,0.0,0.0,8.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0119754,Active,CROSS ALTA GAS PLANT,GP,Cross Alta,TRANSCANADA ENERGY LTD.,,100.0% - TRANSCANADA ENERGY LTD.,1/1/1993,,,51.40014,114.03397,700183.81,698029.62,,0.0,0.0,0.0,0.0,0.0,,1824.93,,547377.27,547377.27,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.04,,0.0,Gas Plant Sweet,15-14-028-01W5M,2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001050,Suspended,WASCANA CROSSFIELD,GP,Crossfield,CNOOC PETROLEUM NORTH AMERICA ULC,,6.3% - BONAVISTA PETROLEUM LTD.; 0.6% - COASTAL RESOURCES LIMITED; 1.4% - DEWPOINT RESOURCES LTD.; 0.0% - ENCANA CORPORATION; 2.1% - ENERMARK INC.; 33.0% - EXXONMOBIL CANADA ENERGY; 1.8% - IMPERIAL OIL LIMITED; 46.7% - CNOOC PETROLEUM NORTH AMERICA ULC; 0.0% - PEGASUS OIL & GAS INC.; 8.1% - ENERPLUS RESOURCES CORPORATION,1/1/1961,,,51.19259,113.94389,317408.19,214713.15,,0.0,0.0,2441.63,2580.08,4417.59,,2435.34,1869.52,317408.19,214713.15,0.0,0.0,,2441.63,2580.08,4417.59,2435.34,,1907.55,16339.85,16305.39,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sulphur Recovery,10-02-026-29W4M,2012-02-01,16339.85,16305.39,0.0,0.0,34.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001079,Active,PRIMEWEST CROSSFIELD EAST,GP,Crossfield East,TAQA NORTH LTD.,,55.0% - TAQA NORTH LTD.,1/1/1967,,,51.39652,114.02818,181093.59,113430.7,,0.0,0.0,0.0,0.0,3656.16,,397.71,,181093.59,113430.7,0.0,0.0,,0.0,0.0,3656.16,0.0,,385.81,20519.0,13219.81,0.0,0.0,0.0,0.0,206.32,76.88,,124.79,Gas Plant Sulphur Recovery,09-14-028-01W5M,2021-06-01,20519.0,13219.81,0.0,4839.05,2985.97,356.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.32,76.88,124.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001434,Active,PANCDN HUSSAR,GP,Crowfoot,LYNX ENERGY ULC,,100.0% - LYNX ENERGY ULC,1/1/1983,,,51.02146,112.94975,64671.74,64671.74,,0.0,0.0,0.0,0.0,281.92,,207.66,0.0,61447.51,0.0,0.0,0.0,,0.0,0.0,0.0,629.29,,0.0,14517.5,14135.99,0.0,0.0,0.0,0.0,0.0,67.44,,0.0,Gas Plant Sweet,14-01-024-22W4M,2021-06-01,14517.5,14135.99,0.0,85.23,566.56,15.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001516,Active,PENN WEST CRYSTAL,GP,Crystal,JOURNEY ENERGY INC.,,100.0% - JOURNEY ENERGY INC.,1/1/1982,,,52.94008,114.41545,7451.39,,,,,,,,,,,800.23,597.17,5034.3,0.0,,0.0,0.0,157.32,314.64,,0.0,2731.24,2486.74,0.0,0.0,0.0,0.0,18.56,20.41,,0.0,Gas Plant Sweet,09-06-046-03W5M,2021-06-01,2731.24,2486.74,0.0,49.44,169.39,14.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.56,20.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001683,Suspended,DEVON CULP,GP,Culp,CANADIAN NATURAL RESOURCES LIMITED,,100.0% - CANADIAN NATURAL RESOURCES LIMITED,,,,55.82337,117.63260,2118.88,,,,,,,,,,,4979.37,4414.33,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,538.49,486.66,0.0,0.0,0.0,0.0,3.98,0.0,,0.0,Gas Plant Sweet,16-02-079-24W5M,2008-01-01,538.49,486.66,0.0,4.56,113.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0084179,Active,PEYTO CUTBANK 04-06-063-09 W6 GP,GP,Cutbank,PEYTO EXPLORATION & DEVELOPMENT CORP.,,100.0% - PEYTO EXPLORATION & DEVELOPMENT CORP.,1/1/2005,,,54.41616,119.35651,3001.75,2789.86,,0.0,0.0,0.0,0.0,23.28,,30.21,,1412.59,1236.01,0.0,0.0,,0.0,0.0,0.0,62.93,,0.0,969.15,827.42,0.0,0.0,0.0,0.0,10.61,0.0,,0.0,Gas Plant Sweet,04-06-063-09W6M,2021-06-01,969.15,827.42,0.0,12.36,125.96,5.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0093647,Suspended,GIBRALTAR CUTPICK 2-21-60-8W6 GP,GP,Cutpick,GIBRALTAR EXPLORATION LTD.,,100.0% - CRESCENT POINT ENERGY CORP.,1/1/2007,,,54.19768,119.13417,19959.85,19493.69,,0.0,0.0,0.0,0.0,659.49,,367.5,,14125.86,12360.13,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,21.78,0.0,0.0,0.0,0.0,0.0,0.0,17.77,,0.0,Gas Plant Sweet,02-21-060-08W6M,2007-11-01,21.78,0.0,0.0,21.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001359,Suspended,CYN-PEM 9-16-51-11W5,GP,Cyn-Pem,CANADIAN NATURAL RESOURCES LIMITED,,100.0% - VERMILION ENERGY INC.,,,,53.40482,115.55250,741.61,,,,,,,,,,,,,,,,,,,,,,377.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Acid Gas Flaring < 1 T/d Sulphur,09-16-051-11W5M,1991-07-01,377.3,0.0,0.0,16.29,34.63,32.01,294.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001625,Active,KEYERA CYNTHIA 6-28 GAS PLANT,GP,Cynthia Gas Plant,KEYERA ENERGY LTD.,,94.0% - KEYERA ENERGY LTD.; 5.0% - WHITECAP RESOURCES INC.; 0.5% - ENERPLUS ENERGY LTD.; 0.5% - VERMILION ENERGY INC.,,,,53.25607,115.55272,77692.26,67097.86,,0.0,11012.52,0.0,0.0,0.0,,0.0,,77692.26,67097.86,0.0,,,0.0,0.0,0.0,11012.52,,796.97,55735.95,45459.27,0.0,0.0,0.0,0.0,42.46,6210.52,,0.0,Gas Plant Sulphur Recovery,06-28-049-11W5M,2021-06-01,55735.95,45459.27,556.68,9467.15,629.66,47.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.46,6210.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0115599,Active,CYPRESS 4-29-14-10W4,GP,Cypress,CANADIAN NATURAL RESOURCES LIMITED,,100.0% - CANADIAN NATURAL RESOURCES LIMITED,1/1/1994,,,50.19556,111.34372,882.87,731.01,,,,,,,,,,,4944.05,1573.22,,,,,,,,,402.47,351.73,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Acid Gas Flaring < 1 T/d Sulphur,04-29-014-10W4M,2021-06-01,402.47,351.73,0.0,0.0,20.13,48.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001653,Abandoned,CYPRESS THORSBY,GP,Cypressthorsby,TAQA NORTH LTD.,,100.0% - PETRUS RESOURCES CORP.,,,,53.21230,113.99118,9948.14,,,,,,,,,,,,,,,,,,,,,,108.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Acid Gas Flaring < 1 T/d Sulphur,06-11-049-28W4M,2000-09-01,108.53,0.0,0.0,0.0,0.0,0.0,108.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
BCGP0018016,Active,KANATA DAIBER A-054-C/094-B-16 001,GP,Daiber,KANATA ENERGY GROUP LTD.,,100.0% - KANATA ENERGY GROUP LTD.,1/9/2015,,,56.79574,122.29521,28046.9,27199.35,,,,283.81,129.63,52.86,,,,28075.16,27545.44,,,,,,,18.88,,,10589.45,10630.3,0.0,0.0,0.0,0.0,2.5,0.0,,0.0,,A-054-C 094-B-16,2021-04-01,10589.45,10630.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0110886,Suspended,DARWIN 16-28-94-18 GP,GP,Darwin,BAYTEX ENERGY LTD.,,26.6% - BAYTEX ENERGY LTD.; 73.4% - PERPETUAL ENERGY INC.,1/1/1997,,,57.18998,116.82320,5999.96,5861.88,,0.0,0.0,0.0,0.0,0.0,,0.0,,,2295.45,,,,,,,,,,18.11,18.11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,16-28-094-18W5M,2018-05-01,18.11,18.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001226,Active,HUSKY DAVEY LAKE 13-35,GP,Davey Lake,VANTAGE POINT RESOURCES INC.,,100.0% - VANTAGE POINT RESOURCES INC.,1/1/1974,,,51.96344,113.72821,9464.33,9252.44,,0.0,0.0,0.0,0.0,0.0,,17.62,,8994.64,7995.24,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1014.35,995.76,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,11-35-034-27W4M,2021-06-01,1014.35,995.76,0.0,0.0,91.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001832,Suspended,DAWSON 8-26-79-16W5,GP,Dawson,CANADIAN NATURAL RESOURCES LIMITED,,76.9% - CANADIAN NATURAL RESOURCES LIMITED,1/1/2001,,,55.87460,116.37949,3178.32,2260.14,,0.0,0.0,0.0,0.0,0.0,,314.64,,141.26,46.97,6292.87,0.0,,0.0,0.0,0.0,283.18,,0.0,21.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,08-26-079-16W5M,2017-08-01,21.42,0.0,0.0,0.0,0.46,20.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
BCGP0008645,Cancelled,WESTCOAST DAWSONCREEK 11-26-078-17 001,GP,Dawson Processing Plant,WESTCOAST ENERGY INC.,,100.0% - WESTCOAST ENERGY INC.,,,,55.79045,120.52519,,,,,,,,,,,,239433.41,0.0,0.0,0.0,,0.0,0.0,2800.33,1982.25,,0.0,251439.57,241911.09,26.3,0.0,323.05,573.68,1163.8,0.0,,22.7,,11-26-078-17W6M,2021-04-01,251439.57,241911.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,0.0,323.05,0.0,573.68,0.0,0.0,1163.8,0.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001681,Active,NORTHROCK DEANNE 5-4,GP,Deane,TAQA NORTH LTD.,,85.4% - TAQA NORTH LTD.; 14.6% - WESTBOW ENERGY INC.,,,,52.32488,115.53337,6180.07,6031.74,,,,,,,,62.93,,6356.64,6356.64,314.64,0.0,,0.0,0.0,0.0,188.79,,0.0,1568.8,1501.46,0.0,0.0,0.0,0.0,5.2,22.8,,0.0,Gas Plant Sweet,05-04-039-11W5M,2021-06-01,1568.8,1501.46,0.0,35.9,46.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0089350,Active,TRILOGY DEEP VALLEY 01-15-063-25W5,GP,Deep Valley,PARAMOUNT RESOURCES LTD.,,75.0% - PARAMOUNT RESOURCES LTD.; 25.0% - CEQUENCE ENERGY LTD.,1/1/2006,,,54.44527,117.68500,10001.11,9799.82,,0.0,0.0,0.0,0.0,134.67,,0.0,,6356.64,6003.49,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,782.16,676.67,0.0,0.0,0.0,0.0,4.67,0.0,,0.0,Gas Plant Sweet,01-15-063-25W5M,2020-05-01,782.16,676.67,0.0,5.47,60.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0079080,Suspended,ALTAGAS  DEL BONITA GAS PLANT,GP,Del Bonita,GRYPHON PETROLEUM CORP.,,100.0% - GRYPHON PETROLEUM CORP.,,,,49.08875,112.57927,1977.62,1776.33,,0.0,0.0,0.0,0.0,0.0,,0.0,,1942.31,1942.31,629.29,0.0,,0.0,0.0,0.0,0.0,,0.0,27.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Acid Gas Flaring < 1 T/d Sulphur,03-02-002-20W4M,2017-04-01,27.43,0.0,0.0,0.0,27.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001652,Suspended,* DEMINEX CHERHILL,GP,Deminex Cherhill,2349507 CANADA INC.,,100.0% - 2349507 CANADA INC.,,,,53.92075,114.71779,,,,,,,,,,,,,,,,,,,,,,,9669.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,04-17-057-05W5M,1992-09-01,9669.04,0.0,0.0,18.13,0.0,0.0,9650.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001843,Abandoned,DENISON KNAPPEN 15-29,GP,Denison Knappen,JOURNEY ENERGY INC.,,100.0% - CRIMSON OIL & GAS LTD.,,,,49.07011,111.43908,1998.81,1896.4,,,,,,,,,,,,,,,,,,,,,177.04,139.85,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,15-29-001-11W4M,2005-04-01,177.04,139.85,0.0,0.0,40.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001335,Active,DEVON CLOVER 9-34 PLANT #1,GP,Devon Clover Plant 1,PARAMOUNT RESOURCES LTD.,,22.2% - OUTLIER RESOURCES LTD.; 45.3% - CANADIAN NATURAL RESOURCES LIMITED; 12.2% - ADECO EXPLORATION COMPANY LTD.; 9.9% - SINOPEC DAYLIGHT ENERGY LTD.; 10.4% - PARAMOUNT RESOURCES LTD.,,,,54.23406,116.60467,7945.8,7522.02,,0.0,,0.0,0.0,262.41,,,,6003.49,6003.49,0.0,0.0,,0.0,0.0,0.0,31.46,,0.0,1568.44,1568.44,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,09-34-060-18W5M,2021-06-01,1568.44,1568.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001332,Suspended,GULF DOBSON,GP,Dobson,CONOCOPHILLIPS CANADA RESOURCES CORP.,,100.0% - CANADIAN NATURAL RESOURCES LIMITED,,,,51.49435,111.20345,4237.76,,,,,,,,,,,4237.76,4237.76,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,856.25,821.07,0.0,0.0,0.0,0.0,1.21,0.0,,0.0,Gas Plant Sweet,08-21-029-09W4M,2007-02-01,856.25,821.07,0.0,1.39,105.82,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
BCGP0007932,Active,LEUCROTTA DOE 13-24-080-15 005,GP,Doe,LEUCROTTA EXPLORATION INC.,,100.0% - LEUCROTTA EXPLORATION INC.,9/4/2013,,,55.95433,120.21550,85002.39,81930.02,,,,,338808.12,2958.97,,,,21188.8,21188.8,,,,,,629.29,629.29,,,9654.2,8075.76,0.0,0.0,0.0,0.0,100.22,0.0,,0.0,,13-24-080-15W6M,2021-04-01,9654.2,8075.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0086883,Suspended,981405 DORIS 11-17-63-6W5,GP,Doris Clearwater,TRIDENT EXPLORATION (ALBERTA) CORP.,,100.0% - TRIDENT EXPLORATION (ALBERTA) CORP.,1/1/2006,,,54.45235,114.87417,60034.93,60034.93,,0.0,0.0,0.0,0.0,0.0,,125.86,,99999.82,,,,,,,,,,,4690.02,4579.97,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,11-17-063-06W5M,2018-01-01,4690.02,4579.97,0.0,0.0,256.09,6.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
